,Post_Title,Author,Date,Post_Content,Comment_Number,Net_Likes,Views
155,Digital service records / Peugeot App / Main dealers,99685,"Jan 6, 2022","I purchased my e208 in October '21 as an 18 month old car (registered March 2020). Had a low mileage of 4k miles and a stamped service book (1st year 12 month service when it had 2.8k miles) from a Main Dealer not local to me but not too far away - maybe 40 miles or so.

All well and good - and as a March 2020 car I assumed it would need it's next service in March 2022.

Clicked the ""Vehicle check"" button the other day and it said Service due in 3 months or 11,000 miles - so all good.

Looked in the Peugeot App and it gave me some unintelligible timeline with a red cross next to where a ""first service"" should have been undertaken at 4,800 miles (It's now done 4,900).

I called my local Peugeot Main Dealer (2 miles away) and asked what the situation was and if it's due a service at 4,800 miles (I recall reading somewhere that there was an issue whereby 8,000km was used as a service interval) or if I am ok to wait for March.

The local main dealer confirmed it was due a second service in March 2022 (brake fluid service apparently for 294 quid all in) but in order to set that up he needed all the vehicle info so he could add the car to their database as currently it didn't show up on their systems. I said that it was serviced by the supplying main dealer at year 1, but he said that as they were a different chain of main dealers he had no access to any of the vehicle records and couldn't tell me if the first service had actually been done or not or if any recalls were needed or had been done.

I thought the whole point of digital service records and connected car Apps was that all this data was now available to (at least) main dealers and proper independent garages and that this was a selling point for digital service records so that you couldn't get scammed with dodgy service book stamps etc.

What's the point of having all this data stored digitally if the app doesn't match what the car needs and the main dealers can't see each others records? The app certainly doesn't seem to be able to show me any service history (Should it?)

I love the car - but find the App to be pretty hopeless.",4.0,0,2967
156,Newbie in Manchester - Peugeot e-2008 GT,101516,"Nov 21, 2021","Hi, very pleased to find this forum whilst browsing internet whilst waiting for new Motability car due for delivery early January 2022.
I have also registered on the 2008ownersclub forum and hope to be active by seeking and giving advice regarding all things EV & e-2008 related.
Motability are arranging for a 7 kWh POD-POINT home charger to be fitted FOC (Basic, default installation), hopefully being a tethered model.
When a delivery date is known, I will be selling my 3 y.o. VW TRoc 1.5 Design TSI Evo for a ridiculously high price due to the surge in demand for used cars😀
Happy motoring, cheers, John.",2.0,1,947
157,"For Sale 2011 Peugeot Ion £4,500",446,"Jul 28, 2016","Hi All.

For sale, 2011 peugeot ion.

Was taken in part exchange.

No battery lease.

17,000 miles.

HPI clear.

£4,500 or best offer








































































































































Sent from my SM-N9005 using Tapatalk",12.0,1,2121
158,Blue tint coming off Peugeot logos (e2008),92740,"Jan 27, 2023",Ive noticed the blue tint on the Peugeot logos on each side of the car have started to come off. This is poor quaility. Anybody had this problem and approched Peugeot?,7.0,0,840
159,Identify part for iMiev/Peugeot iOn Triplet,84080,"Oct 12, 2020","My iOn was backed into a brick post and, needless to say came off the worse for it. 

I need to know the name of this bent part so I can source one. Here's photo with it circled in blue. The photo was taken from under the center of the rear bumper, looking towards the rear passenger side wheel arch. What is it called, and is it hard to change out?
















",5.0,0,1181
160,adding the Peugeot wiring loom kit to the e-208: possible?,106341,"Feb 25, 2022","Hi,
I am planning to use my Peugeot e-208 to carry bicycles on the hatch door.
Thule has recently approved some models for the e-208 and 208, so that is great.

However, Peugeot has no approved wiring loom for the e-208, only for the 208, and insists that loom is not compatible with the e-208. So they won't install it. And in New Zealand, it appears there are no alternative aftermarket products available. No technical reasons given for the incompatibility.

Does anyone know what the problem here is? Why does Peugeot not approve the wiring loom, which is legally required here when carrying bicycles, so that a light board can be mounted.

I'm puzzled how complicated things are in New Zealand, and how easy that is in the UK for example.

Thanks for sharing your insights.",0.0,0,1050
161,ENV200 VS PEUGEOT PARTNER E OR CITREON BERLINGO,3459,"Aug 31, 2016","Greetings,
I feel its almost time to swap my vito sport x dualiner (22500 miles 58 reg) for an electric van.
Ive never been one for going to dealers test drives etc, I just like to find out whats available and will it do the job?
As my van is so little used(every other week 20 miles to cut parents grass plus odd venture) i feel a small petrol or electric should do the job has anyone tried out/ compared above.I like the idea of three seats (pug/ cit) as it will be school transport when leaf goes back( unless another great deal comes in) (I thought a citan 1.2 trav might do but merc dealer never got back to me!!) leads me onto a kangoo ze ( cheap to buy used) can get a cheapish battery rental for low mileage but what are the electrics like long term? The leafs appear to be reliable so far , plan to keep van 7 years . has anyone converted a leaf into a more useable estate/van / pickup?-just need to get mower and strimmers etc moved. I may need to remove bulkhead and install a rear seat-env200has anyone done that yet?
lack of timer on the pug/cit puts me off plus generally bit smaller capacity but i suspect ride may be better??
Any info appreciated.
Thanks Al",19.0,0,6354
162,Got my new Peugeot e208- not too shabby,91032,"Oct 29, 2020","After a 6 week wait, Zen Auto delivered a shiny new e208. As a first dip into the ev waters, I am pretty impressed. The only other ev I have driven is an electric go kart and that and the e208 have some definate similarities! I was a bit concerned when it arrived with an almost full charge and showed a range of just 111miles. However, I am half a charge down and it looks like it will be around 150miles- not brilliant, but what was expected. The only thing I wish I could change is the volume and tone of the parking sensors. When I park on my drive, the 'you're way too close!' tone is at a pitch that goes right through me. I haven't found an option in the car's setting to change it yet, but I'll keep looking. What do other e208 owners think of their car?",4.0,4,2583
163,Low mileage one-owner Peugeot iOn on eBay,81528,"Oct 12, 2021","Only one owner, but multiple users.
Anyone contemplating the purchase of a Triplet may want to consider this low-mileage ( 15,900 miles ) one-owner 2011 example, for sale in York:








PEUGEOT iON FULL ELECTRIC 15K MILES | eBay


Find many great new & used options and get the best deals for PEUGEOT iON FULL ELECTRIC 15K MILES at the best online prices at eBay! Free delivery for many products!



www.ebay.co.uk





How appropriate that a power station would use an EV on their site. Maybe it used to charge itself wirelessly by corona discharge off the pylons.
Rather worrying for a vehicle that may have lead a sheltered life, that the MOT for 2020 already failed on rear brake pipe corrosion.
With the low mileage, I think the price is fair. If the claimed 80-mile range was confirmed, I would buy it myself, but I've already got four of them.",9.0,0,2178
164,Heads up. New ‘My Peugeot’ IOS app update.,94315,"Dec 16, 2021",Just spotted this update to v1.33.2. It’s all gonna be fixed and working just perfectly now!! (Or not!!),3.0,1,1166
165,Citroen C1 and Allied Peugeot Vacuum pump repairs,775,"Oct 30, 2017","Both the Citroen C1 Evie and the Allied Peugeot Conversions use a version of the MES DEA 70/6 E vacuum pumps. Some have failed and dont reach vacuum and wont turn off.
This is a fault with one or more of the internal poppet valves. These are not a common part.
I have now worked with MES to obtain spare valve parts for these pumps, and can offer a repair service. If it is a vacuum switch or motor fault, Im afraid its not possible to repair, at the moment. I cant obtain those parts.
The Allied uses a 3 wire version against the C1 which uses a two wire version . 
If you have a C1 and are desperate give me a call as I do have some refurbished stock I can use on an Exchange basis, but with a very heavy upfront deposit. People have in the past not sent the exchange part back, and left me temporarily with no exchangeable item. Hence the replacement part cost = deposit
Cost including 48hr Parcelforce carriage and VAT for a repaired,tested working unit is £45, bank transfer, or £46.50 Paypal. Expect a 4 day service, or I can use 24hr Parcelforce at an extra cost.
You send the part to me, I check it out. If repairable, I send you a VAT Invoice, once paid, I send it back. If I cant repair it, I can send it back at your cost / choice.
I only use Parcel force for smaller items as I have had losses with HERMES in the past. Its a pain if that happens.",0.0,1,1024
166,I Miev C Zero Peugeot Ion range modifications,17977,"Jan 27, 2022","My C Zero would be perfect for me if it had greater range ..... just looking at the Australian groups, aftermarket group offering battery upgrade than doubling range to give up to 250 km (=155 miles), wow would be perfect for me !!

12.95k Aus $ = works out about £ 6.8k ( they are looking for Uk agents) bit too much to justify on my C Zero worth less than £5k .....if it was half the price and could be sure rest of car would last another 5-10 years , would be very interested ..... 

Upgrades | OZ Electric Vehicles 

Dont know if its same guy , assuming its related, but also talked about here on Australian EV group, member francisco.shi , other modifications are cruise control and one pedal driving , ultra regen braking. Youtube video demo also . 


http://forums.aeva.asn.au/viewtopic.php?f=49&t=5515&sid=0786c7b4b6ab2dc9381e3596f934c555&start=700



Great work and fascinating ......",6.0,0,3779
167,How to set the battery to max 80% on Peugeot e208?,90200,"Aug 5, 2020","Hey guys,

Proud owner of a black Peugeot e208 GT, but for the life of me I can't find how to set the max charging to 80%... It always charges to 100% unless I keep an eye on it, but since I'm charging overnight it's hard to do that.
Looked everywhere on google, youtube, reddit etc and the customer support and dealer are no help either. 
Since I'm planning to keep this little rocket for a while, I want to keep the battery in top condition.
It's running on the latest updates as firmware wise.

Thank you ",26.0,0,27365
168,All New e-2008 now on Peugeot Website,74132,"Aug 12, 2019","








New e2008",4.0,3,1623
169,Calling all Peugeot Partner owners (OEM not Allied etc),3794,"Sep 5, 2017","I've managed to track one down (14 plate) and it's being delivered in a week or so. There's not much info on the web or the official website (dealer knew a little but not a lot, and this is Peugeot UK!) so thought I'd ask you owners a couple of questions.

I read on a review sight that it only charges to 80% via Chademo but you can restart the charge to get to 100% but it does it very slowly, is this correct?

Does it charge to 100% on the type 1 socket or is that the same?

What is the speed of the type 1 socket, is it just 3.5kw or does it charge faster from a wall charger?

I did loads of research before deciding on the Partner but are there any issues/niggles that I should be aware of, either to put up with or fix?

Cheers in advance.",25.0,0,4703
170,HELP! My Peugeot Ion Inverter has died: cheap solution???!,19041,"Mar 8, 2017","About three weeks ago the orange warning light came on and my 2011 Ion would not go into ""ready mode"".

I took it to the local dealership who told me that the water heater needed replacing. £1,700 later, I drove the car away only for the same orange warning light to come back on two trips and 5 hours later, with the same refusal to go into ""ready mode"".

Having had it recovered to the same garage I was told that the invertor had gone, and that it was pure coincidence that this happened immediately following the problem with the water heater. To have the inverter fitted will be over £3k with a significant delay as it will be on ""back order"". I only paid £5k for the car!

I am hoping that there is either some cheaper solution, or that I can at least get some of my £1,700 back, as the coincidence in time of the two faults does seem rather odd.

Any help welcome.",6.0,0,4253
171,**All NEW Peugeot e-208 Allure 50 kWh (Car of The Year 2020) - £319 Per Month**,14489,"Mar 10, 2020","








Arbury Motor Group are offering a very imited offer on the '2020 Car of The Year', the All New Peugeot e-208 Allure 50 kWh 136.

For March delivery only, we are offering this incredible car at an offer to match - £1,999 deposit & £319 per month

If you want to know more on availability or you have any other questions please email the Arbury SPEAK EV Team at [email protected] 

Passport Personal Contract Purchase representative example: All-New e-208 Allure Electric 50 kWh 136
47 monthly payments of £319.54
Retail Cash Price £27,270.00
Government Grant £3,500.00
Customer Deposit £1,999.00
Total amount of credit £21,771.00
Credit facility fee* £0.00
Option to purchase fee** £0.00
Roadside Assistance £120.00
Optional final payment £9,880.00
Total charge for credit £3,127.38
Term of agreement 48 months
Total amount payable £26m897.38
Representative APR 5.0% APR
Rate of Interest 5.0% fixed
Miles per annum 6,000
Excess mileage (pence per mile) 4.2ppm

Terms & Conditions

+Calculations based on ‘economy 7’ electricity rates. Retail sales only. Subject to availability at participating dealers only on vehicles contracted between 11/02/2019 and 31/03/2020 and registered by 31/03/2020. ^This offer is available to Retail customers purchasing an e-208 funded via Cash, Passport or Instalment Credit. Just Add Fuel®, PEUGEOT PRIDE, Personal Contract Hire Sales and all other sales types are not eligible for this offer. Option to choose either a 2, 3 or 4 year Service Contract. Offer applicable on vehicles registered by 31st March 2020. Duration: the services apply for the duration of 24 months / 20,000 miles, 36 months / 35,000 miles or 48 months / 50,000 miles (depending on the term chosen by the customer) from date first registration of the Vehicle. *Payable with first payment. **Payable with optional final payment. At the end of the Personal Contract Purchase there are three options: (i) Renew: Part exchange the vehicle, where equity is available, (ii) Retain: Pay the Guaranteed Future Value (GFV) to own the vehicle or (iii) Return the vehicle. Further charges may be made subject to the condition of the vehicle. Finance subject to status. Terms and conditions apply. Applicants must be 18 or over. Guarantees/Indemnities may be required. Passport is a form of finance agreement provided by PSA Finance UK Ltd 61 London Road, Redhill, Surrey, RH1 1QA. We may receive a commission for any introduction to this finance company. We are licenced credit brokers, written details are available on request. All offers are subject to availability and change without further notice. Offers valid until 31/03/2020. Prices correct at time of print. Terms and conditions apply. Vehicles ordered post-31st January 2020, may incur Brexit-related tariffs or other charges. Cathedral Motor Company Limited or Ltd T/A Arbury is Authorised and Regulated by the Financial Conduct Authority (FCA) for Consumer Credit activities and is an appointed representative of TRACS, a trading division of FISC Limited, which is authorised and regulated by the Financial Conduct Authority for General Insurance.",6.0,0,1631
172,Hilarious Email From Peugeot re Ion (i-MiEV) Servicing,473,"Jun 30, 2015","Has anyone else had one of these...?










It cheered me up no end, first thing this morning! MW",10.0,2,3764
173,"Gotta love Ionity, great speed with Peugeot e-208",99473,"Jun 18, 2022","Was out driving 630 km today, got more than great speed for this little car.
Maximum should be 100 kW, but I got 101 kW at Ionity. Also I used an app from the UK, (Bonnet) that makes the charging be half price from using the Ionity app. Could not be more happy.







",11.0,3,1684
174,Change from Tesla M3 Sr+ to Peugeot 208 Gt ?,47953,"Aug 18, 2020","Hi folks, after a bit if guide steer on this, so 1 year into Tesla ownershi. Love it love it. However considering family car restructure so trade M3 for Pug 208 gt, Mrs has Kia sportage, so with surplus funds and Kia get 2015 Onwards Renault Zoe R41. Decent range only really do local jaunts. What I’d really like to know is the pros and cons of any e208 owner and if anyone has done such a change?
many thanks.",22.0,0,2042
175,Adding another phone DS Corsa E Peugeot E remote,63617,"Mar 27, 2021","Hi guys how do you add another phone to the Ds E remote for defer charging car remotely
Corsa E Peugeot E use same software",0.0,0,432
176,How far can I go in a Peugeot iON?,76678,"Feb 11, 2019","I have had an iON for 10 months and although it said I'd get 93 miles fully charged (still does on the Peugeot website) I have never got more than 66 miles, far less when I use the heating and/or windscreen wipers - often 33 miles or less. I'm not so heavy, normal really, and there's usually only one person in the car - me. London driving only.

I daren't go further in case I can't get back. Peugeot say this is to be expected and normal, ""within the real world range and parameters we would expect given the factors mentioned above and align with difference between real world range and NEDC test figures quoted by other electric vehicle manufacturers"". It seems crazy low mileage to me, especially in these colder days when I have the heating on.

Does anyone else have this issue? Or an issue with this? What did you do?

There';s something wrong to me about having a fully-charged EV and only being able to go 15m from home to be able to get back again.",47.0,0,5900
177,Does the AC function when charging a Peugeot iOn,5159,"Apr 22, 2016",Waiting for ours to arrive and just wondering if the AC can be set to operate whilst the car is charging - getting conflicting info so better to ask someone who actually has one ,4.0,0,2213
178,Wanted Allied Peugeot Boxer or Expert or Smiths Electric Ford Transit van,39505,"Aug 24, 2019",As legend complete vehicle or parts required for the above. contact via site or tel 07964049808,4.0,0,625
179,HELP MY PEUGEOT ION IS NOT ACCEPTING A MAINS CHARGE AT HOME,75300,"Dec 30, 2018","MY PEUGEOT ION HAS HAD NO PROBS HOWEVER I MAY HAVE LEFT MY IGNITION SWITCHED ON OVER THE WEEKEND? Every time I try connecting to my 16amp charger in my garage it kicks out! I have a flashing orange car symbol on the dashboard I have now connected the ancillary battery to a 12 volt charger! Can I charge the car with mains if it allows at the same time? How long can I leave it?
Any words of wisdom gratefully received.",16.0,0,8062
180,"Mitsubishi i-Mev, Peugeot iOn, or Citroen C-Zero - FOUND",1040,"Aug 10, 2017","Wanted a Mitsubishi i-Mev, Peugeot iOn, or Citroen C-Zero

Looking for any sensibly priced EVs.",55.0,0,6888
181,Wanted: your broken Peugeot Ion / Citroen C-zero charge unit,77360,"Oct 3, 2019","Hi all,

Summary - if anyone has an i-Miev/ion/c-zero with an issue anywhere in the UK that I can use for parts let me know - 07763 749769.

Fully story -
This might sound like a strange request but bear with me...

I have a Peugeot Ion that has a very early charge unit. These early chargers did not use the normal granny cable EVSE with ""brick"" that is used today but instead just had a cable that plugged into the power and the car. You can see an example of this here at approx 2m40s





This charger is basically dumb, i.e. you put power to it and it charges at a fixed rate. If you plug in an EVSE it does not know the car is there because the car's charger is not communicating via the pilot signal (thin red wire in the charge cable if you've ever taken one apart!) so charging never commences.

When you give the charger 240v it draws 12A, at 120v it would draw 8A but that isnt particularly useful. There is no simple way to make this charger draw a slightly more sensible 10A @240v. 12A is really too high to draw from a 13A plug for any period of time, the plug gets very warm. I've tested charging for an hour or so on a cold day and it works but is not safe for regular use.

To make this car usable safely I am going to install a 16A caravan socket in my garage and caravan plug on the charge lead, then I will be able to safely charge at 12A and use the car, however this is not ideal as I can't charge at relatives houses when I visit and just reduces the usefulness a bit.

So, if anyone out there has a broken charge unit from any of these cars (or i-miev of course) then please do let me know. I would then attempt to upgrade the onboard charger so that it does communicate via the pilot signal, or use parts from my charger to repair the broken newer one and make the car communicate with a standard EVSE and charge at 10A.

Thanks all !

Gary.",12.0,0,2783
182,"Help wanted, Allied Electric Peugeot Partner Tepee runs... A bit.",4980,"Apr 16, 2016",Hi I have an Allied Electric Peugeot Partner Tepee. What batteries do these vehicles have fitted? Reading the config from the serial port suggests that they are 80Ah CALB Batteries but brochure indicates 110Ah. Has the config reset?,0.0,0,1431
183,Corsa-e vs. e208 - Much to choose?,25729,"Oct 23, 2020","Not many EVs will fit in my drive but these two close relatives ought to do it. But I can't see much significant difference between them. The stick up screen looks a little awkward on the Peugeot. Both have very sensitive brake pedals that would take me a while to get used to.

Thinking about getting a dog. Have your dogs expressed a preference?",30.0,0,9951
184,Mitsubishi i-MiEV vs Citreon C-Zero vs Peugeot iOn,6804,"Jul 24, 2018","My girlfriend is thinking of switching up her ICE car for a cheap EV for local running around. She currently has a Suzuki Swift and would prefer to have a small car. I already drive a Nissan Leaf and she finds that car too big. She likes the look of a Zoe but the battery lease is off putting and scarcity and price of a non battery lease variant is also off putting.

She only does local mileage, most days are less than 10 miles a day but nothing more than 20 to 25 miles on a single day. The 3 cars mentioned in the subject seem ideal as they are all small and would have more than enough range.

Are they all essentially the same cars? What differences are there that would be worth considering?

I don't think it would ever be used but which of the cars have rapid charging capability? Was it standard or an optional extra?

On the Mitsubishi, what is the Tamashii pack?

TIA",3.0,0,6818
185,"For SALE: Lots of Peugeot Ion, 2015 on British Car Auctions",77360,"Jul 23, 2019","Hi all,

Just noticed that British Car Auctions have several Peugeot Ions, looks like they have just ended their lease. They are in Edinburgh.

Thanks all,

Gary.
















",18.0,0,1827
186,Cover flap on Peugeot iOn has shed a spring and doesn't release,77634,"Jul 5, 2021","My 2012 iOn has been the trusty family runabout for over 2 years. Last week the granny charger flap didn't release. Deftly collaring a volunteer to pull the release knob, while I gently inserted under the charge flap the wooden stick from the ice cream I'd just eaten solved the immediate problem and the car got her recharge. It seems that a black springy-thing (apologies for lack of technicals) has fallen off from somewhere in the charge port. Furthermore, the black springy-thing appears to have failed on one face. Please could anyone let me know if there's an easy fix for this? Has anyone else had this problem?",13.0,0,2924
187,"For Sale 4x Peugeot ION Alloys Tyres Winter I-Miev CZero Snow Steel staggered 15"" 6-7mm",1136,"Dec 28, 2019","
I have for sale 2 sets of winter tyres and rims for Peugeot ION, Czero and I-miev. We had two of these cars and ran these for 2 winters but have now sold them on.
Gives me confidence having the family in the car through rain, ice, mud and snow. Also much easier than changing tyres over each time which adds up cost. 
Lots of tread on the tyres, minimum they have is 6mm but most are 7mm. They may fit other vehicles but best to do your own research first. 
Front wheels are slimmer 145/65/15
Rears are 175/55/15
Any questions please do not hesitate to ask.
Speak EV price £170 delivered, £140 collected. I am based in Dundee Scotland.



  






  






  




Ebay Link
",0.0,0,506
188,What’s the standard spec of Type 2 charger supplied.,115019,"Sep 25, 2022",What is the spec of the standard type 2 lead supplied with the Peugeot e-208? I am looking to find out if it’s 7kW 32A or 7kW 16A single phase please?,0.0,0,536
189,Replacing rusty rear brake pipes on a 2012 Peugeot Ion,680,"Sep 12, 2022","Our faithful 2012 Peugeot Ion just failed its MOT due to rusty rear brake pipes. Normally not a major task, but of course the rear pipes on the triplets run above the battery pack requiring it to be lowered and probably removed to gain access.
Has anyone any direct experience of this particular repair? I’ve read the early stages of Richard Burbridge’s thread relating to electronics issues with the pack, and he managed to get the pack out in his garage using just a couple of ramps and a pallet truck – impressive! I’m thinking that if the pack does need to come out completely it might also be a good time to Waxoyl the bodywork above and around the pack in the hope that we might get a few more years of life out of the car.
Suggestions anyone? Or is this enough to kill an otherwise excellent and much used vehicle?
Thanks!
Mike",11.0,0,1152
190,"6 months free Polar Plus membership with a new Peugeot, DS, Vauxhall and Citroen",13689,"Feb 11, 2020","BP Chargemaster partners with Groupe PSA









BP Chargemaster partners with Groupe PSA – BP Chargemaster


BP Chargemaster is proud to announce a brand-new partnership with French car manufacturer, Groupe PSA; Peugeot,Continue Reading




bpchargemaster.com




 

BP Chargemaster is proud to announce a brand-new partnership with French car manufacturer, Groupe PSA; Peugeot, DS, Vauxhall and Citroen.
To encourage the uptake of electric vehicles, we will be providing our subscription to the Polar network to all new PSA electric car customers.
Groupe PSA have previously announced their commitment to providing electric versions of their vehicles and are set to launch new electric cars in 2020, alongside all-electric versions of their van models in the future. The Peugeot e-2008 SUV was launched earlier this week, and will be shortly followed by the Citroen C5 Aircross Plug-in Hybrid, DS 3 Crossback e-Tense and Vauxhall Corsa-e.
As part of BP Chargemaster’s new partnership with Groupe PSA, customers placing an order for any new electric PSA model, will benefit from 6-months free Polar Plus membership with the Polar network, the UK’s largest public charging network.
When purchasing their new electric vehicle, customers will receive a Polar Plus pack along with a Groupe PSA reference number, which can then be activated via the Polar network website.
As a Polar Plus member, electric vehicle drivers have access to over 7,000 public charging units across the UK, including over 300 rapid chargers. Members also have access to exclusive Polar Plus member discounts, including the Polar Points Reward scheme.


Find out more at: www.polar-network.com",0.0,0,1790
191,Eek! First long trip coming up from Brighton to West Wales. Advice welcome!,96619,"May 24, 2021","Hello! This is my first post here. 

Next Monday we are due to drive from Brighton to Fishguard in West Wales. It’s the first time our Peugeot e-2008 has gone further than a 40 mile round trip since we got it in Jan. 

According to ZapMap we should only need to recharge twice along along the 307 mile journey. 

I’m not convinced! 

Just to make things even more gnarly, it will be a heavily laden car - 2 adults, 2 kids, 2 dogs and 1 roofbox.

We have a home charger (so we aren’t very familiar with public charge points). 
Any advice for total newbies would be really appreciated! What do we need, what should we bring? How often do you think we will recharge? How can we be certain charging stations are actually working? Is it ridiculous to think we should stop overnight en route?!!

All of the basic questions!

Thanks in advance for any and all help.",56.0,0,4808
192,I am about to pull the trigger on a Peugeot ion but they are telling me they cannot give me.....,70528,"Sep 13, 2018","a percentage for SOH they are just saying our service guys said its ""alright"".
This is at a Renault main dealership so they will have the gear won't they???????",21.0,0,3918
193,Now we are 100% electric with a Twizy and Peugeot ION. Told my wife it would be all be fine!,50977,"Jan 8, 2018","Wish me luck... I got the Twizy with doors and windows in Sep, now we have the Peugeot ION so we are living the dream.

I'm looking for workshop manuals for both so I can geek out, anybody know location of a free download?

Thanks
Jim",4.0,2,1068
194,I tested side-by-side Kia e-Niro <> Nissan Leaf e+ <> Peugeot e-2008 <> VW ID.3 1st. Here's what I think,93079,"Nov 22, 2020","Hey all, 

I tested these cars for our electric taxi service and I wrote a piece on it for Electric Vehicle Universe newsletter (check out EVUniverse.io) that I'll also share here. 
These below are purely my own opinions and I hope to offend no-one. Happy to discuss any of these more in-depth and would love to hear your opinions too!

Cars in the test: model, (battery size)

Kia e-Niro (64kWh usable, 67.1 total)
Nissan Leaf e+ (56kWh usable, 62 total)*
Peugeot e-2008 (45kWh usable, 50 total)
VW ID.3 1st (58kWh usable, 62 total)
* That's our newest addition to our own fleet of 91 Nissan LEAF's

Introduction
I'll keep it as short as possible, so I'll bring out the best and worst of each. Keep in mind, that our point of view for these was the possibility for taxi-usage and really subjective. Since the prices vary, we won't touch on that. You can check the specifications of each car from EV-database.org.

Peugeot e-2008
Best feature: outside looks. It does look stunning when you see it driving towards you. Makes you smile.
Needs improvement: for the life of me, I couldn't find the battery state of charge % anywhere. The objective guess-o-meter (range estimate) is definitely not the best thing to use on an EV, especially if you don't know how it's calculated exactly.
From the 4 cars, we were least impressed by the e-2008, as it doesn't really seem like an EV-friendly car, rather just a gas car made electric. Even Fully Charged said it's a transition car - we agree.

Kia e-Niro
Best feature: inside looks. Overall, it looked a bit more lux than others and it's driver's seat left the best impression to most of us.
Needs improvement: Back seat room. Our 186cm colleague had his head against the ceiling. It's a very 'normal' car overall, that has most of the features LEAF has and some more. Would be cool to see the front get a new facelift like Kona did.

Nissan LEAF e+
Best feature: overall practicality and space. We've had 91 LEAFs so far and comparing it now to the other cars, we realized: Nissan has the most ""everything important covered"" points so far. It looks luxorious enough, with plenty of room in the back. Also the trunk size is the best from all 4 (although Peugeot's specs were bigger. That's a surprise.).
Needs improvement: the least effective by Wh/km. It is our range test results so it might not be the same on every condition, but so far the LEAF proved to be the least effective.
In general, we saw that LEAF still proves to be one of the best EV-s in this market.

VW ID.3 1st
Best feature(s): it's born to be an EV. Similar to the LEAF, ID.3 isn't based on a gas car - and this gives it an edge. I love the interior design on the infotainment part - it doesn't have a lot of buttons all over the interior, most of it is in the ""tablet"", much like in a Tesla M3. The rear-wheel drive gives a lot of fun to the drive and boy did we love to ride around with it. Also - there's way more space in the back seat than you'd guess from looking at it outside. The 186cm colleague didn't have any problems in the back of the ID.3.
We see ID.3 as the only real contender to the LEAF from these four.
Needs improvement: The only real nudge towards improvement is the overall looks of the front interior part - it looks like a lot of plastic and a bit cheap. It might be better on a black interior though - we'll see.


To us, the winners here seem to be the VW ID.3 and Nissan LEAF. But of course, the use cases are different - to each their own.

We are still deciding on which cars to go with - do you have any ideas on why some of these would fit or not fit to use in a taxi service?

Cheers",15.0,5,6078
