,Dominant_Topic,Date,Text
1252,2,2018-12-25,"...

Now who’s using the B word...? "
2850,2,2015-04-25,Sounds like one for head office! How good is your German? 
2620,2,2016-01-07,"No. They were both exhibiting at CES, so that determined the timing. You don't develop an entire concept car to this level of detail just to spoil the launch of a car in a different class.."
1040,2,2018-12-14,"It looks so much better than the LEAF, even in the camouflage."
2659,2,2015-02-21,"The vm's are simply scared that someone else makes a towable range extender.

Eptender.com has been out of luck harassing renault to authorize their stuff for years now..."
981,2,2019-02-11,Be still my beating heart! With luck will have more of a steer on ID availability before confirming my Kia (although I have already become quite attached to it..!)
1605,2,2018-10-22,"...

All true, certainly. But manufacturers have NOT followed that logic except VW."
1682,2,2018-01-20,"DIY
They are really easy to fit yourself."
551,2,2021-04-30,"...

There's the intangible green credentials and possible benefits of being allowed in ULEZ. A significant number of people do the majority of their journeys for distances under 10 miles but have some weird belief that they ""must have"" the ability to drive for 300 miles without stopping and hence feel that EVs are not yet suitable for them, but this would suit them. I guess they buy new cars ""because they can"" rather than on fiscal logic so this as a lease car would make sense.
As an example I have two colleagues with ICE who recently took out new three year leases - one had managed under 6,000 and the under under 7,000 miles in three years.  They rarely go beyond 10 miles but claim the need to be able to drive across the country at no notice (hence renting isn't an option). They think I'm the odd one doing 25,000 miles per year in an EV with ""only"" 100 miles range."
165,2,2022-01-17,"...

How often does it feel like it is changing gears and at what sort of speeds? In the Taycan Turbo (the only ""factory"" EV that I've been in) it is quite noticeable when it changes gear (but not unpleasant - just a slight hesitation/reduction in what otherwise is a smooth delivery of an awesome amount of acceleration) and only happens when you pass through 60 having been below 50 (it doesn't seem to kickdown below that - presumably to stop pointless changes if you happen to be oscillating around that speed)."
1312,2,2018-12-28,"...

Why would you spend £20k on a car with just 100miles of range max."
2122,2,2017-08-23,"I think a good idea may be a camper van designed for V2G. Camper vans spend time sat around doing little and then when you want to use them you want a large battery for range. When the van is in use, you are not at home so the V2G element is less critical. A match made in heaven."
163,2,2022-01-16,"...

If they ""only"" use two gears then there's no excuse for not knowing which one comes next.  
For an EV you'd only expect the box to change for cruising, so I don't understand what it is doing when pulling away. Please don't tell me that it uses the clutch to pull away. "
587,2,2020-12-13,"Yes, but they’re extremely unlikely to be the only source of charging someone has.

Two BEV household here - typical home charging cost is 1.5p/mile but as little as 0p. Rapid charging on long journeys is expensive but massively offset as a result."
646,2,2020-09-24,"The ID.4 will initially be introduced in two highly specified launch trims, with prices predicted to start at around £45,000 in the UK.

From launch, the ID.4 will be available with a 77kWh battery and a 204PS electric motor that drives the rear wheels.

QUOTE - taken from this page"
68,2,2023-04-06,"I would order the ID2 now, if it was already available.

It will be about the same length as my first electric car, a BMW i3. With a lot more mileage these days."
1671,2,2018-08-08,"Apparently, relay contacts containing cadmium are resistant to arc welding and replacement materials are often not as good.
So VW are going to spend millions replacing whole onboard chargers simply because a tiny relay has an even smaller amount of cadmium despite landfill being full of the stuff!
At least the disposal of cars is controlled but as mentioned earlier, the lead in car batteries certainly isn't and is voluntary.

You couldn't make it up."
742,2,2019-10-30,"...

This is the problem with legacy car makers trying to get into IT and compete with Silicon Valley. I guess they know how to paint and screw a car together though "
154,2,2022-01-14,"...

If it was sold to you as having 7kW charging, then I think you’d have a case.

If it’s that it’s not meeting it’s advertised WLTP range in the winter, then I think that might be more tricky?"
1138,2,2018-12-18,"...

I assume you meant to write miles/kWh.

Also the difference is larger than you think 48kWh for 205 miles is 4.27 miles /kWh.

If the difference is proved correct that makes an interesting decision for buyers. Do you get a longer range vehicle that is more costly to run and a bit slower to accelerate as it is heavier or do you get a lighter, cheaper to run shorter range version?

I can only assume that the difference in consumption is due to the heavier larger battery. 

Sent from my SM-G935F using Tapatalk"
898,2,2018-11-27,"While trying to control my cynicism, this may just be dealer bullshit.

However, I know that a few months ago VW dealers went to an event where the Neo and Buzz prototypes were displayed. I honestly believe that VAG are serious about EVs, but we have been let down recently by the low/zero production of the existing EVs and PHEVs. 

Personally, I’d love to have an ID Neo on my drive in 2020."
1084,2,2018-12-16,"...

It also answers my question about why the wheels are so big. Fascinating!!"
821,2,2019-11-11,"Wheels have now sold, and been collected."
914,2,2018-12-10,"...

Dealers have to make sure that a prospective buyer understands that the range in the brochure is a fantasy number in winter, driving at 80MPH with the heating set to 24C! And they could spend many hours explaining how to charge, the apps, RFID cards, socket types, etc. They also need to make sure they can charge at home and they understand there isn't an electric ""jerry can"" (I am often asked) and that running out means a flat bed to nearest charger.

Today 99% of vehicles UK VW dealers sell have an ICE in them. There is no business justification for the dealer to train staff to sell BEVs.

Outside of this forum bubble there still aren't many people wanting to buy a BEV. There may be waiting lists of a few people waiting for a Kona or similar, but it is a trivial amount in reality. Just 1400 BEVs sold in November of 158K vehicles in total - market share of 0.6%

November - EV registrations - SMMT"
2487,2,2016-08-17,"But 300km would only be 186mile on NEDC which isn't a big uplift from the leaf or the new i3. This release is talking 400-600km NEDC which is quite an uptick if this is just bugging up the e-golf update!! And they talk of it as a prototype which the e-golf wouldn't be.

I guess we'll have to wait until Paris motor show to see what they preview."
100,2,2021-07-01,"...

The predicted range is just a guess based on previous driving habits, it's not an indication of battery capacity."
1309,2,2018-12-28,"...

When I picked up my e-Golf I asked the sales guy if the future value of serving had any factor in his selling a car. As I predicted, he said that a salesman is only interested in his commission on a new car. He gets nothing from servicing, so why should he care?

As long as there decent commission from selling an EV it shouldn’t be any different from an ICE car."
560,2,2021-03-31,"...

Did you mean Gulliver's World?

If not, what does it mean, have you spelled that word correctly as just looked it up both on line and home dictionary and it isn't listed."
2365,2,2016-12-13,"Of course, you're not looking at the pretty pictures when you're driving are you."
2606,2,2016-01-06,"...

So £9k for the batteries alone for each car best price. Makes a bit dint in your £40k asking price."
1303,2,2018-12-28,"...

The retractable steering wheel etc. is pure concept car fantasy. Yes, the ID will have some ‘driver assist’ features, but I don’t think we will see autonomy in a sub £30k car."
834,2,2019-08-19,"...

If you still can, add [SOLVED] to the thread title."
2270,2,2015-09-23,"...

AdBlue works fine for trucks. Although I know that on some trucks the ratio of AdBlue to diesel (normally 3-5%) can be changed, and unscrupulous transport companies do so to reduce cost. They know NOx isn't tested in most countries equivalent of the MOT..."
576,2,2021-02-02,"You may have posted this in the wrong forum mate. Try Ross-Tech.

Ross-Tech: VCDS: Discussion"
1863,2,2018-03-20,"I think the 'it would be good if they did this' and the 'I want one' sentiments need to be put into context with the three basic show-stoppers;-
a) Tesla shows that strapping on 100kWh turns a £25k car into a £100k car
b) Californias are aready £50k.
c) VW have been trying their hardest not to make any EVs, let alone sell them."
2605,2,2016-01-06,"...

~60kwh and Cd 0.2-0.25 or ~90kwh and Cd ~0.3-0.35 will be ok for breaking through into mainstream. 60kwh should fit in a C segment as a skateboard easily enough. 30kwh in a B segment skateboard should work too."
1145,2,2018-12-19,"As Vw would like you to possibly delay a purchase until its available ,I would take the miles and especially the price quoted with a large pinch of salt.
You know high expectation and salt are bad for you."
2843,2,2015-06-28,"Hey, what's with all the VW hate..?"
1261,2,2018-12-26,"...

I’m sure there are other websites where such barely disguised racist verbiage would be better received. 

You do seem to have a bit of an obsession going on here. 

It’s Christmas though, goodwill to all men and all that, so I’ll just say you do come across as the end of a Yuletide bell at times..."
1954,2,2015-12-04,"As an ICE driver who was interested in a PHEV I didn't even know about the GTE and the egolf until my neighbour told me about them. I don't know why because I knew about the A3 etron but quite honestly had no idea they existed. I think marketing dep at VW did a very poor job on these cars and failed to push them out to reviewers etc, to this day finding a decent review of the GTE on the net is pretty hard. The reviews are all from late 2014 and mostly anectodal to the point where you wonder if they actually drove it or not. It doesn't help that they're hard to spot whilst I can spot a Leaf from a mile away. Considering how many they had allocated to UK dealers I'd say they weren't planning on it being a success here."
972,2,2018-07-17,"So they are nearly useless for a BEV. If they may not work you have to charge before you get there. 

Sounds like I need to go to the gym first.

Thanks"
2185,2,2017-07-24,"...

@markweatherill Yeah .. it's called COST .. the wonderful ""felt tip fairies"" (the name the design guys are known in the auto industry) decide to design nice stylish buttons that have a ""handedness"" .. unfortunately this means the ""bean counters"" (accounts / programme mangers) decide that they can't afford a RH variant, so technically it's easy. No-one wants to pay for the UK volumes for the RH variants .. so it stays on the left! 






"
372,2,2022-04-29,"...

The battery store technology enhances their ability to claim that the batteries contribute to time shifting renewable-sourced electricity for more of the charging and that they are only buying renewable-source electricity.
It is actually a very good idea to use batteries to knock the peaks off of rapid charging and possibly make any unit look like a 50kW-100kW load to the local infrastructure.

I wonder if there will be preferential charging pricing for VW group cars out of this.
I wonder when we will see dynamic pricing at EV charge points?
As EV ownership increases and the numbers which do not have home off-peak increase.... shifting their charging to off-peak times with pricing incentives could be beneficial."
884,2,2019-05-14,"Good news, but when will there be a substantial investment in the UK for battery production..."
859,2,2019-05-22,I have not opened one up but I believe they are very expensive from VW however the good news is that it's not a VW specific part so you can pick up a cheaper secondhand one from eBay that is from a BMW or something.
2372,2,2016-10-14,"So like the Honda Hybrid ( sort of Prius rival a few years back?) where it had a battery which got regeneration on downhills, braking etc. But, the car was never able to go along on just battery itself ? 
Least when I test drove it, I could never work out how to motor along just on electrons. 
The engine seemed to kick in all the time, including traffic jam 5mph stuff. 

The writer of the article confuses me by saying conventional hybrids see petrol and electric motors both provide power, which is what I thought a mild hybrid >only< can do.
Where does the generator store what it, errr, generates, if not a battery of some sort ?!?"
671,2,2020-04-16,"...

Although I do agree it is nice to charge when it's free and then drive away on pure EV in a PHEV, it just surprises me that somebody who once owed a full BEV, who could have rolled up at a charging point, with very little remaining range, to then find a PHEV that has completed its full charge HOURS ago, but is still blocking the post, supports this type of behaviour.
Arhhhh ....... But you had a Tesla with it's own charging network, I get it now !.
You have been a little spoilt by the brilliant Tesla charging network I guess.
You would not find anybody other than another Tesla blocking you, thats for sure.
Not somebody with their PHEV anyway.
As you are well aware, a GTE can fully charge on a fast post from zero to full in about 2.15 mins.
So, if you are not prepared to do the correct thing and return to your car after receiving a charge and move it, then do like I did !.
Don't bother plugging it in at all, leave it on the main car park.
Even after collecting a full charge on the GTE, the best you are likely to achieve in the winter in pure EV mode with the heater on etc, is about 15 miles of pure EV range.
I know this is true, because I owned one for over 4 years.
To collect that charge, it is possible that you could have blocked the charger post for MUCH longer that the just over two hours it needs for such a small gain in EV range.
You said it yourself, and he writes:- ""If you charge at a shopping centre in all honesty your not going to walk 15mins back to unplug, move the car, then go back in and continue shopping. I don't intend To be honest "".
I am a little puzzled why you did not buy an e.Golf instead ?. 
You already said the GTE would satisfy your commute in pure EV, so given the small EV range of the GTE, why did not not consider the e.Golf then.
Moving from the long range pure EV of the Tesla, then switching to a PHEV with a small range in pure EV mode that now ""Suits your needs"" is hard to understand ?.
Surely sitting on the free public charger for hours on end is more acceptable in an e.Golf rather than the GTE somehow ?. 
I do agree with you totally, if we had more chargers at shopping centres then there would not be an issue at all.
But, we don't unfortunately.
Adopting a good EV discipline and sharing the high demands of public charging posts, is something to consider when you don't own the exclusive rights to the Tesla charging network anymore.
Sadly gone are the days when you can just roll up, then pick up a long charge from ANY number of vacant dedicated Tesla chargers not being used by anybody other than a Tesla is a thing of the past now. 
You have to cue with the rest of us now mate sorry ."
818,2,2020-01-07,"Red one for me with black bonnet and pano roof and dark interior please! Also would need to be 5 seat config, don't really understand why you'd have a 4 seat estate."
2892,2,2014-11-11,"Yes - brilliant - that's exactly what we need someone to do with one of the e-VWs! But not having a mate with a pick-up truck at hand I'm not rushing to volunteer. 

Other practical points we need to know concern towing with a flat battery:

Can you engage Neutral with no battery left?
Does the car then run freely? (This is the same question as Can you push it?)
In that case, how well do the brakes work? Obviously there is no servo assist, but is there enough braking effect for a short, emergency trip? Or would you have to rely on the hand brake?
Surely someone at VW must know the answers to such questions. It's a shame they don't seem to monitor or contribute to Speakev."
1784,2,2018-04-23,"...

It’s well known that VW have already sold their planned production of the GTEs, so are now refusing to take more orders. I don’t think your conspiracy theory really rates as on topic."
1650,2,2018-08-01,"Seems like a lot of effort for 0.008g of Cadmium per car - less than 1kg in total across all 124,000 cars.
But, rules is rules, I guess."
1413,2,2019-01-10,"...

Cheers for these clarifications. If I can get over myself with the internal materials it may well be the car for me in 2020 then... having an on-street charging solution on a narrow street where we have to put one wheel on the pavement, I'm really concerned about side mounted charging ports and charge port damage from cars or pedestrians, something the Leaf thankfully still hasn't decided to do."
205,2,2023-02-13,"...

Hi, great news for you finally. It certainly makes a difference using more cheap rate charging. I've got an I'd buzz cargo to borrow for a bit while my transporter goes in for lights repair end of month. Will be interesting to see how good that is, shame id buzz is a bit small, if only they'd put 77kwh battery in our van then range would be a lot easier to cope with."
1420,2,2019-01-10,Think of it as every single electronics company making VHS videos and Sony alone sticking with Betamax.
2654,2,2015-02-06,"...

Train weight of 1065kg implies that it cannot tow, as that is surely less than the weight of the unladen Etron ?"
619,2,2020-12-15,"...

Yes, works very well for our friend with Outlander as she does personal fitness for local clients. Pops back on charge between clients and can do 50 miles some days on electric. Self employed so claims 45p mile too! They occasionally drive to her brother in Cornwall and an affordable BEV didn't exist 3 years ago when they got it."
2283,2,2015-09-23,"Mind you, I think the news conference was timed for when DAX was already closed."
2437,2,2016-02-09,"To motivate the retailers to be bothered to promote this car, it may be that VW have to engineer it to have some kind of retailer benefits hardwired into it. Or maybe they should just be given a particularly high mark-up..."
717,2,2019-07-12,Moderator action: Moved to General VW EV from Golf GTE as this applies to several VW models.
1719,2,2018-06-24,"Importantly, it has not only beaten the EV record but also the overall record with a sub 8 minute time.

Go EVs!"
2646,2,2015-11-18,"...

I wouldn't read too much into that, you can be sure that VW have to be careful with money at the moment and advertising isn't cheap!"
999,2,2019-03-17,"Although there are a couple of things about the car im unsure i will like until its shown off properly,i will be placing an order for one,i would be interested in the top spec offered.

For me the car and the company look the best proposition for me going forward for my next EV.
CCS is a must for me now along with good build quality.
The Egolf is miles better finished inside than my Leaf and i expect the ID to be no different."
1520,2,2018-04-25,"Yes please! 2019 sounds good to me too as my GTE lease expires July 2020, and loving the rear wheel drive- the one thing I miss from my BMW days.

Just wonder whether to hold out for the 600km (!) version...."
983,2,2019-02-11,Would be interesting to see the email if at all possible for you share.
257,2,2022-10-04,"I've had the same issue with my 2017 audi A3 e-tron.

Took to the dealership after two weeks (but by that time the issue was gone). Initially they told me to fuck off, all is normal, but after a quick talk to a curious technician he started his own research and got back to me with an interesting answer. Rough translation:

1. The fuel tank is pressurized (to not let the gas go stale if you don't use it for some time, as may be the case for PHEVs)
2. There is a pressure sensor in the tank
3. If the pressure goes above a certain level, the car will want to lower the pressure, but (maybe due to ecology?) it doesn't simply have a valve to release the extra gas outside
4. Instead it tries to burn some fuel
5. It doesn't show you any meaningful message, so you are clueless about what happens and what you're supposed to do
6. The car needs to do a ""full cycle"" of burning that requires going about 40 km on gas

I found that when that happens (happened to me 4 or 5 times already in 2 years) I need to go on a trip outside city and then the car is fixed for some time.

This happened to me both at full tank and 1/3 and 1/2. Doesn't seem there's any rule (I though the gas in your tank evaporates more when not full, but having a full tank doesn't help here).

Opening the tank flap doesn't help either, only a little bit of pressure is released when you open the flap.

Long story short: it sucks and unless you go out of town from time to time (I have another car for that), going to suffer"
2596,2,2016-01-06,"And is this quote just sloppy writing?

while the roof houses a large solar panel used to provide additional energy storage."
249,2,2022-06-17,"All phevs I've come across charge the 12v from a dc dc converter, no alternator (no starter motor either).
No reason to rev the engine"
2608,2,2016-01-06,"...

What percentage is the entire power train (engine, gearbox, fuel system and exhaust) in any vehicle now? And how much time does it take to assemble?"
1097,2,2018-12-17,"...

I don't like them. I'd rather have a more darkened cabin, more sun protection, and greater rigidity in the body shell."
1772,2,2018-04-19,"...

yUp. Offered the full asking price on two of them. No response. Committed?..... I should have been... to a looney hospital, thinking VW would allow me to buy a car."
482,2,2021-02-28,"...

Sadly my order was placed and fulfilled last year. They might notice that!"
2723,2,2015-09-24,"When the ""fix"" is either having to fill up a costly ad-blue tank constantly or a remapped engine with no torque, there will definitely be a residual hit on the affected diesels, and most likely the unaffected diesels too. The petrol a will probably be ok, although typically they'd be cheaper than the diesel model so may take a hit too..."
2730,2,2015-07-16,That looks a really distorted market – only 23 LEAFs and 18 Zoes sold in June but 358 Mercedes 350e and 276 Model S!
1920,2,2017-02-09,"The VW id-Buzz is a far better looking option!







"
902,2,2018-12-04,"I have my GTE booked in for an oil change/service on Monday so will be doing a bit of my own interrogation regarding the Neo then.

Really hope the Neo is as good as they are pitching it (would love a dual motor 4motion GTI version but I understand the front steering rack placement makes that hard on this first version), especially as there is apparently an option for 11kW AC onboard charger (I don’t have charging in my home car park but my local public charger is a 22kW AC).

Hopefully it’s not all VW lies (not like they have form for that sort of thing) and the released car is delayed or not what is promised. If that’s the case then I’ll be getting a Kona.

If I learn anything at the dealer next week I’ll update this thread."
1839,2,2018-01-25,"...

Since 200 seems to be the magic figure, a real world range of between 248 down to 166 is probably good enough for us here, but won't satisfy the 500 miles non-stop on a tank of diesel brigade.

I'd certainly be happy with it."
862,2,2019-05-30,Great it was replaced under warranty. Interesting that it has been beefed up. Thanks for reporting back on the outcome.
1086,2,2018-12-16,Highly unlikely. Other articles say from £27.5k
753,2,2019-11-14,"Slightly related - VW are using Continental hardware to provide OTA updating for the ID series.









Continental to provide OTA to all VW ID. electric cars - electrive.com


Continental is to supply the central computers for Volkswagen's ID. Series of electric cars, meaning VW is introducing over the air updates à la Tesla. The server naturally enables a high degree of other networking in MEB electric vehicles as well. Continental thus enables Volkswagen to move...




www.electrive.com



"
582,2,2020-12-13,Why is it supposed to be cheaper? It won’t be subsidised forever.
855,2,2019-06-08,"I know, it does seem strange, but fortunately, the larger of the two numbers seems to be the more precise. I wonder if anyone else has come across this?"
1510,2,2018-11-24,Has anyone got another recent source that says the ID Neo won’t be launched until 2022? Most articles say 2020.
1793,2,2018-02-27,"Well, i have just been wondering, what's going to happen if the forecast could become true: 1 foot of a snow?

How will the preheat manage that? "
2083,2,2017-09-12,"...

@Tim Ostler I trust that will be an electric bath car with a Tesla inspired 'I don't believe it' mode. "
1946,2,2015-12-04,They're nothing new - I was offered a £5K discount on a new eGolf in March. The discounts available on the GTE are also no greater than those I was seeing in the spring. The difference now is that people are looking for them!
1396,2,2019-01-30,"...

Search for ""article title + FT.com"" on google, it takes you to the exact same link but it ignores the paywall.."
1305,2,2018-12-28,"...


They said those features are still ""planned"", but VW is not any further with this than the competition. Full autonomy is still many years away. The rectractable steering wheel and the pods will not be in the car that is coming out in 2020, because it was deemed too expensive.

You can expect the standard following the lane, distance control and emergency brake features (and obviously some blindspot and parking features), but you will definitely be driving yourself."
2038,2,2017-10-14,They've got to deliver our new ones before there's any chance of s/h ones! Deposit paid at the beginning of September and still stuck at order being processed with no information from dealer on possible delivery date..
281,2,2022-06-22,"...

Just to add to the few helpful replies you’ve had, the basic ACC feature is good on the Tesla, no predictive braking or speed limit changes though. The lane following is pretty excellent if that sort of thing interests you, but then so is the VW Travel Assist. 

I’ve not had any phantom braking episodes either, but that’s maybe due to the roads I tend to engage it on, which is mainly A roads and M-Ways.

My wife drives the Tesla more than me, but rarely uses any kind of driver aids, she doesn’t care for them.

If some kind of intelligent ACC is what you’re after, then I’d say the VW setup is superior to the basic Tesla non FSD one."
1401,2,2019-02-01,"...

I think that's pretty much standard for any car forum."
1359,2,2019-02-06,Have they decided to have common sense and have rapid charging on it unlike Renault
2427,2,2016-09-28,"Considering the promise of 'extensive improvements' (promised in the e-mail), I must say the app is totally underwhelming."
2475,2,2016-03-02,"No, the VW dealers in the UK do their best not to sell any car - it's their sales technique "
318,2,2022-07-23,"...

I’m sure that VAG know what they’re doing, they wouldn’t be investing so much in CARIAD if they were going long term with AAOS.

Besides, we don’t know what sort of commercial deal they have with Google re AAOS, or how it benefits both parties."
2402,2,2016-11-19,"VW are thinking farther out than a larger battery in the GTE. 

I expect big changes in the 2020 to 2025 lineup.


Near term VW have to be asking which would be better: a longer EV range GTE or a lower cost GTE?"
603,2,2020-12-14,"Plus road tax and the service will be more. It won't take much of a petrol price hike for it to be ""back to usual"". Rapid chargers are a bit like petrol at the services, an expensive last resort."
1885,2,2018-02-03,"I have to agree that there is something about current diesel emissions that are most objectionable.

I have a loan car at the moment whilst my GTE is in for repairs, a Hyundai Tucson diesel (I know, I didn’t choose it...) and the smell of the exhaust is nauseating. It almost smells like my diesels from 20 years ago when they had injection faults... 

I owned a Vauxhall Nova 1.5 TD back in the day, which had an Isuzu engine IIRC, and I never once saw any visible smoke from it even flooring it at night when a car was following. 

What happened in the intervening years?"
1105,2,2018-12-17,"...

These cars are unlikely to be road warriors... stop/go will be their natural habitat.

Anyway, was more concerned by their comment about regen. IMO no-one has regen that is efficient enough to qualify for the word ""mostly"" when talking about how much goes back into the battery vs how much was used."
670,2,2020-04-16,"It’s because charging it can often be free - you can drive on full free EV power or fossil fuel?
I always prefer driving on EV power.

if you charge at a shopping centre in all honesty your not going to walk 15mins back to unplug, move the car, then go back in and continue shopping. Ideally that would be great but in reality it shouldn’t be expected.

The issue isn't people blocking them, the issue is you can often have 100’s or 1000’s of spaces and 6 chargers....."
258,2,2022-06-22,"...

Tesla doesn’t predictive regen.

Tesla ACC does not adapt to speed limits changes anywhere nearly as well as the ID3… but I like the speed offset function in the Tesla.

I’ve had maybe 3 or 4 phantom brake episodes in nearly 4k miles. Part of it is just using common sense and learning when not to use it.

ID3 ACC was overall superior - but I find the Tesla controls much, much better.

Tesla “autopilot” (ie ACC and lane following) is overall superior to ID3 ACC alone (mine didn’t have travel assist or whatever VW call it).

In summary, I think both are pretty good and I have quickly adapted to getting the best out of the Tesla system."
2079,2,2017-09-12,"...

Well if they plan on selling any cars at all in France or Norway, or Scotland in 2030, you'd hope so."
2762,2,2015-05-06,"...

I was in Selfridge yesterday looking at the iWatch this might have swayed my decision."
1426,2,2019-01-12,"The battery of the leaf also doesn't have liquid cooling, which is a big disappointment, because it already caused some problems with the smaller battery when fast charging. (or trying to)"
807,2,2019-12-05,"Come on VW, you made a great stylish concept car and come up with this uninspiring production model
Since the MK golf come out VW seem to be very conservative in production model design"
1301,2,2018-12-27,"One of the things that I am curious about is autonomous features of the ID. When the concept cars came out there was a lot mentioned about potential autonomous features including retractable steering wheel and some pods that sort of came out of the roof and had hardware to support autonomous functions. 

Now that the date is nearer there appears to be less mentioned about this element.

Does anyone have more recent news about this?"
1048,2,2018-12-14,"Some more info on the electrek website, 125 Kwh DC fast charging!

VW’s less than $30,000 all-electric hatchback spotted testing"
307,2,2022-07-23,"Some companies are going the other way - outsourcing the whole thing to Google, like Polestar for example, and Apple has announced they'll do something similar soon, with BMW as the first user. These will almost certainly be better than VW, but in a few years when they get some experience, who knows. It'll be interesting to see. 

The thing that annoys me about VW is the touch controls - I like knobs! I wonder how I'll feel in a few years; I'm comfortable with the touch screen on my smartphone. Its awkward to use when the car is bouncing though (only as a passenger, obvs), and I'll be surprised if they can fix that."
2405,2,2016-11-20,"...

Fail to plan, plan to fail "
1137,2,2018-12-18,"""Three battery options will be available: 48, 55 and 62kWh.""
""It translates to a range of 205 miles up to a maximum of 341 miles.""

205 miles from 48kWh = 4.62 miles/kWh
341 miles from 62kWh = 5.5 miles/kWh

Hmm."
1117,2,2018-12-17,"...

Don't forget to allow for post-Brexit tariffs and sub 1€:1£ exchange rates. Affordable in the EU maybe, but it remains to be see if it will be in the UK."
2100,2,2017-09-14,"...

Check the GTE and e-Golf forums. Things have changed a lot recently. 

I'm my experience, most dealers are rubbish, and would rather sell you whatever best suits their targets, rather than what you want. This is not unique to VW."
664,2,2020-04-13,"...

Why would it? It has no plug, so it shouldn't count however efficient it is."
2623,2,2015-12-15,"As opposed to boosting sales of electric vehicles by, um, marketing them .."
894,2,2019-04-25,"Let's hope it is water ingress into the battery pack. 

However if it isn't it could potentially be expensive I would expect. Hard to find an independent garage that can (or dare) do anything with it."
2300,2,2017-03-16,"...

Aha! You have let on what your job is. Your previous posts only hinted that you worked for a dealership. Nice to know there is someone on the forum who drives the car and has insider mechanical knowledge from VW."
1032,2,2019-03-01,Thanks FH much appreciated - interesting comment too about hogging the rapid chargers...without wishing to be controversial I having flexibility on long runs and EV capability on a daily basis is why I am going down the PHEV route. I am guessing...presumably for most of the time most BEV drivers will be doing what I would be doing - topping up the electricity after a commuter run not doing a full recharge having driven 100 miles. Or do they wait until there is little power left on the commuter trip and then do a full recharge? Living where I do in Ireland the commuter trip into the city is about 15 km - I could see that commuter trips in some UK cities could be significantly longer and the traffic significantly busier.
419,2,2021-11-17,"Thank you. The standard rims aren't that nice, the are no OEM alternatives. The 20"" Graphite Rosario's look lovely. If they did a 19"" version I'd have them instead."
1477,2,2018-12-27,The i-Pace was running around Gaydon 18 months before first deliveries. Be amazed if VW is much quicker. They won’t be doing a Tesla...
397,2,2022-03-21,Passat GTE. All those numbers are Electric only though.
1183,2,2018-12-23,"...

It's easy to design buttons badly too. There have been many examples over the years of neat rows of identical smooth buttons that look sleek but are difficult to use.

What I like are knobs that you can locate and use without looking at all. My Golf GTE is a fine example of the right mixture of physical buttons and touchscreens. 

Sadly VW seem to be going with the iPad movement."
652,2,2020-04-12,"I’m sure your right however the design should allow the extra technology to overcome the downsides of weight.
If not you are just adding technical complexity for no real gain.....
Not even for the ‘test’"
2918,2,2015-05-21,This may give rise to a whole new level of 'insurance scam fail' videos on Youtube.
55,2,2023-03-16,"...

The way cars are manufactured is insane! All those hundreds of fuses, all those computer modules, the spagetti wiring. I think that they should hire people who have no automotive experience to come up with a whole new scheme from scratch."
2616,2,2016-01-07,"...

Yes, running batteries along the central column ""where the exhaust pipe used to go"" is not really a proper EV platform...."
129,2,2021-12-18,"...

Your dealer is talking out of his backside.
The basic issue is the efficiency that you are achieving (1.5 miles/kWh) when you need to achieve 60% better (2.4 miles/kWh). Low efficiency could be poor design, cold/wet weather or bad/overweight driving. If you can't drive more efficiently and can't accept the range in poor weather you need a different van."
2085,2,2017-09-13,"...

Correct 

I'm also choosing the golf for higher residuals and a generally larger cabin and boot."
966,2,2018-05-29,"Was it cheaper to put electrons in at Folkstone Eurotunnel than to have bought cheap French unleaded ? 
I'd always thought the Eurotunnel chargers were not cost effective for PHEV type vehicles ??"
323,2,2022-07-23,"Slightly off topic, my TV is 'powered' by Android. I wouldn't want it in my car."
2245,2,2015-09-22,"My feeling is that this is the tip of a very big iceberg and many other manufacturers will be found to have similar issues on their engines when under test modes. All testing as such is under false conditions when compared to real world circumstances; you only have to look at quoted mpg figures for this. Hopefully it will promote more open information to consumers in respect of data presented on efficiency.

Whilst not condoning VW in anyway, the levels of expected 'compensation' for each vehicle seem excessive and I would like to see the US conduct similar tests for all their own manufacturers before making judgement.

And in terms of recalling the cars; what are they actually going to do - give you a new engine?!?!?"
2757,2,2015-07-28,"I take it your on your journey?

look forward to a long range report "
1457,2,2018-10-03,"As a current Skoda VRS owner looking for a EV to replace the wife's car it piqued my interest. I know its not going to be available for a while but was already really thinking 2 or 3 year old Leaf or Zoe for our first EV for a year or two would be a good option before committing to spend more on something a littler newer tech wise. 

Normal daily use, school runs shopping etc would only be around 20 miles +/- so running battery only for the most part looks doable. But not really sure if this would makes sense or not over a full BEV."
1177,2,2018-12-23,"...

Well that would be classified, so you'll have to send me your clearance details first. 









This is the cockpit of the Lightning 2 currently being brought into service with the RAF/RN.









For older aircraft the RAF (and a number of overseas forces) have brought in knee pad computers to aid situational and battlespace awareness.

If they can get this past the Dstl Human Factors people then it's definitely safe. Or rather the benefits outweigh any potential risks."
2486,2,2016-08-17,"They've already announced a 300km NEDC range boost to the e-Golf, so this smells like yet another VAG press release..."
