,Post_Title,Author,Date,Post_Content,Comment_Number,Net_Likes,Views
257,VW to switch to flat batteries for future models,1016,"Dec 15, 2015","I presume that they mean in terms of geometry..

Volkswagen AG (ADR) To Use Flat Batteries to Boost Sales of Electric Vehicles

""With this move, Volkswagen is trying to compete with its rivals in electric cars. The BMW i3, Nissan Leaf, and Tesla Model S all contains flat battery packs within them, but these vehicles are purpose-built electric cars without gasoline equivalents.""",5.0,3,1507
258,VW Microbus To appear at CES as an EV!,3543,"Dec 12, 2015","A few of of have experienced EV- conversions of the VW Microbus and found it stunning. The conversons turn the iconic Beach Boys wagon into something worthy of the 21st Century!

Rumour have been around for some time - but now it seems that VW are going to produce the Microbus (in Mexico) - in both petrol and EV versions!

Here is the proof: DSC9793.jpg

It will be demo's, at CES, in Jan 2016, according to Autocar!",5.0,1,1565
259,Remote a/c switch-on problems,1016,"Nov 23, 2015","Today, on the first morning when I could really have done with it, my Carnet app refused to preheat my eGolf. The Facebook group tells me that I was not alone in this, and I was speculating that the Carnet server might have been overloaded with preheating requests.

Is this an issue that GTE drivers had too?",8.0,0,1695
260,VW EVs Selling Like Hot Cakes?,1507,"Nov 17, 2015","It has previously been suggested that VW were not that keen on pushing their EV or PHEV wares.

Then we had Dieselgate.

Today whilst checking out Autotrader I noticed that there were '2' VW EVs or PHEVs for sale. Two, as in one else than three!! Previously there were at least a couple pages of such cars. Have people changed their habits from diesel at long last? They want a VW, which has high brand loyalty, but don't want a diesel now, so get something else that offers low running costs and clean air.

If this is the reason, then good ",12.0,3,1583
261,"""Loyalty"" discount for trading in filthy diesel Audi for GTE?",4186,"Nov 16, 2015","Evening all. Got the letter through the other day confirming my 2.0TDI Q3 is one of the dirty ones. Have heard VAG are offering some pretty good deals for anyone wanting to trade in. Anyone here done it? Have already been quoted just shy of £29k for GTE + nav pro + metallic paint without mentioning the Audi.

Very keen on the GTE. Live close enough to town to make electric viable (my OH is a GP so would be ideal for house visits around town) but take enough long journeys to need a hybrid.",0.0,3,1314
262,What we can expect inside our 2016 e-Golf and GTE..,1016,"May 27, 2015","..or if you're a glass half-empty kind of person, new technologies that will accelerate our current Golfs' depreciation...

CES ASIA: Facelifted VW Golf to get gesture control - motoring.com.au",0.0,0,1241
263,"Tow bar or not tow bar, that is the question...",1016,"Feb 1, 2015","Looks pretty conclusive evidence that the GTE can have a tow bar, at least in Belgium:

http://app.volkswagen.be/ihdcc/fr/configurator.html#options/30301/31420/5G16YY$GPEDPED$GPF2PF2$GPLAPLA/2015/1/F14 K5K5/F56 TW/GPJEPJE,GWL3WL3,MAHV1D4,MINDFC1/+/+

The question is, when will this become available in the UK, and why can't the Audi e-Tron have it? I'm guessing that VW in the UK can't come to terms with a car with a sporty image like this being seen to tow a caravan....",8.0,0,3387
264,Has any VW EV owner successfully charged at CCS Chieveley?,1016,"Oct 26, 2015","The question arises from a recent conversation with @EricM, who seems to have had the same issue as I experienced a couple of weeks ago. We were wondering if this is an issue that affects all VW EVs.",14.0,0,1912
265,Ecotricity CCS VW compatibility?,1040,"Nov 12, 2014","Does anyone know if the Ecotricity CCS VW charger compatibility issues has been fixed?

http://tinyurl.com/nvrxtsg",8.0,0,2142
266,Media on Infotainment.,1876,"Sep 21, 2015","When I plug my iPhone in to charge the infotainment system decides to switch to plunging my music on the phone. 

That would not normally bother me but it always starts in the same track, which I now really dislike. 

Anyone know how to disable this?",6.0,0,1537
267,Chances of more VW EVs may have increased,949,"Oct 1, 2015","After the scandal: Is VW’s new boss a motorsport fan?

""Being an engineer and racing fan, Muller is said to be a huge advocate of learning from technology in motorsport, so the sensational hybrid systems of the current LMP1 ruleset should really sit well with him.""",0.0,0,1064
268,VW XL1 spotted,1216,"Sep 29, 2015","Spotted on my way to work this morning. M3 southbound between Winchester and Southampton. Caught my attention checking the rear view mirror and then wafted past in middle lane. Volkswagen XL1 Concept - Auto Shows. Two passengers, it's small, but then only a two seater.",19.0,2,1749
269,Car-Net,2634,"Sep 24, 2015",Anybody else having login problems this morning or should I just clear the App cache and jump through the email verification AGAIN... *sigh*,11.0,0,1721
270,Anyone questioning their choice of a VW?,2680,"Sep 24, 2015","I'm still really looking forward to my GTE arriving, but I must admit all the VW controversy has taken a bit of the shine off it. Particularly as it relates to environmental shenanigans. I've always been a fan of the VW brand and its values as I have perceived them, and now that all feels a bit hollow. 

Am I just shallow and faddy, or do others feel similarly?",11.0,0,1456
271,"e-Golf streets ahead in Norway, GTE outpaces Outlander in Holland",1016,"Jul 16, 2015","Volkswagen e-Golf Is Ecstatic In Norway, Clear #1 −

Volkswagen Golf GTE Takes #1 From Mitsubishi Outlander PHEV In Netherlands −

Although VW UK are showing some enthusiasm for the GTE, it's becoming clear that no-one in the UK company really gets BEVs, sadly.",13.0,1,1769
272,A BEV or Hybrid VW Camper Van?,1876,"Sep 11, 2015","Surf Cars: Volkswagen Microbus 2016 Price and Release Date

If they did it would be a case of ""Shut up and take my money!""",0.0,0,1379
273,Next new PHEV SUV..?,1016,"Sep 2, 2015","Tiguan surely will be available in GTE form. This article even speculates that it may be available as a BEV, but I'm sceptical...

New 2017 VW Tiguan Photographed Completely Undisguised!",0.0,0,1227
274,More info about MIB2 with pictures,1016,"Jul 30, 2015","Of course this may be old news to those who have taken delivery of MY2016 models...

These VW Android Auto and CarPlay cars are in showrooms now - SlashGear",10.0,0,1623
275,CarNet International ?,1987,"Jul 26, 2015",Does anyone happen to know if CarNet on my UK spec GTE will work outside the UK? ie: France or Republic of Ireland ?,4.0,0,1183
276,Passat GTE reviewed by Autocar,2680,"Jul 15, 2015","2015 Volkswagen Passat GTE review | Autocar

They appeared to give it a very strong review, yet only awarded it 3.5 stars seemingly on the basis of price. Ironic given they gave the similarly priced Outlander, which is inferior to the Passat in pretty much any domain you could select (4wd aside), 4 stars. 

I rather wish these were available to order sooner, as it would have probably suited me better than the Golf.",0.0,0,1689
277,"""V-Charge"". VW developing automated parking and charging for EVs",1,"Jul 14, 2015","Just in from VW Press, looks like a grand plan indeed...






Parking spaces driven to fully automatically
Electric vehicles charged automatically
V-Charge places only minor demands on car park infrastructure
Intelligent form of valet parking
Volkswagen AG aspires to holding the leading position in the field of automated parking. A look into the near future of automated parking is given by 'V-Charge', an EU research project, in which six national and international partners are jointly developing new technologies. Its focus is on automating the search for a parking space and on the charging of electric vehicles. The best part about it is that the vehicle not only automatically looks for an empty parking space, but that it finds an empty space with charging infrastructure and inductively charges its battery. Once the charging process is finished, it automatically frees up the charging bay for another electric vehicle and looks for a conventional parking space. 'V-Charge' stands for Valet Charge and is pointing the way to the future of automated parking.

In the USA especially, convenient valet parking is a big hit: you pull up in your car right outside your destination, valet service personnel park it for you and have it brought around again as and when you need it. There is no more time-wasting search for a parking place. The V-Charge project picks up on this idea. Its development goal is fully automated searching for a parking space ('valet parking') within defined zones, such as in multi-storey car parks.

There are many scenarios that illustrate the advantages of the V-Charge concept. Take one practical everyday example: a commuter notices that he is possibly going to be late and is thus running the risk of missing an important meeting at his company. With V-Charge he is able to pull up right in front of the main entrance, get out and establish the link to his vehicle via the associated smartphone application. Operating fully automatically, the vehicle has a digital map relayed to it and within the parking area or multi-storey car park autonomously navigates to a parking space. If it is an electric vehicle, the system additionally prioritises a parking bay with an automatic charging facility. Pedestrians, cyclists and other vehicles are identified by the cameras and ultrasound sensors integrated within the vehicle. Therefore, the vehicle is allowed to travel in so-called 'mixed traffic'. The selected parking area neither has to be an enclosed domain nor is any complex technical equipment required.

As the electric vehicle nears its destination, the system recognises via local sensors whether the allocated parking space is taken. If it is empty, the fully automatic parking manoeuvre begins and positions the vehicle exactly above the inductive charging spot. When the charging process is complete, the vehicle automatically moves to another parking space, leaving the charging station free for another electric car. When the driver returns to the multi-storey car park, he calls the vehicle back to the starting point via the V-Charge app. The vehicle moves to the defined pick-up location, with the driver not needing to set foot in the parking area or multi-storey car park.

Taking the lead in the international research consortium is the Swiss Federal Institute of Technology (ETH) in Zurich. It is responsible for visual localisation, movement planning and vehicle control (Autonomous Systems Lab division), camera calibration, 3D reconstruction from images and obstacle detection (Computer Vision and Geometry Lab division).

BraunschweigTechnical University works on the issues of car park management and the vehicle's communication with the technical surroundings (vehicle-to-infrastructure'V2I'), Robert Bosch GmbH contributes its expertise in the field of sensor technology, Parma University looks after object recognition and Oxford University handles the development of detailed navigation maps of the parking area (semantic mapping concepts). As the sixth partner in the consortium, Volkswagen is providing the platform equipment, safety and control modules, as well as systems for static monitoring of surroundings, object recognition and automated parking.










The test vehicle: a network of technical sensory organs

The technical prerequisites largely already exist. During the introductory stage, for instance, it was possible to utilise sensor and camera technologies that are already being used in today's production vehicles. A dense network of sensory devices enables autonomous operation of the V-Charge test vehicle, which is based on a Volkswagen e Golf1. Four wide- angle cameras and two 3D cameras, twelve ultrasound sensors, digital maps and the so- called 'Car2X' technology for the vehicle's communication with the infrastructure ensure that the vehicle's surroundings are reliably detected and recognised. Pedestrians, vehicles and obstacles get identified, parking spaces recognised and measured and then this stream of data is put together in real timeto form an overall picture – the task that the technical 'sensory organs' have to fulfil is complex and extremely varied.

As continual tests run as part of the research project show, V-Charge is already functional today. GPS-independent indoor localisation, centimetre-exact parking space measurement and 360-degree recognition of surroundings all function reliably, as do the system's reactions to pedestrians and vehicles and the way in which it takes account of traffic moving in line with or across the vehicle's path.

2005: a Volkswagen Touareg called 'Stanley'makes the first move towards autonomy
At Volkswagen automatic motoring moved from being a vision to a field of research at an early stage. 'Stanley' – a Touareg converted in cooperation with Stanford University in California and the Volkswagen Electronics Research Laboratory (USA) into a laboratory that could drive autonomously – was already winning the Grand Challenge competition for robot vehicles as far back as 2005. The next stage of development, in 2007, was the Passat 'Junior', which even then was finding its way through the big-city jungle without a driver – and doing so with such success that it took second place in the Urban Challenge for autonomous vehicles.

Given the working titles 'PAUL' and 'iCar', two further Passat research vehicles also demonstrated their autonomous capabilities that same year. While, thanks to intelligent parking assistance with no driver involvement, 'PAUL' slips into spaces perpendicular to the carriageway, the 'intelligent car' makes life easier for the driver in stop-and-go situations and on long monotonous journeys by automatically braking and keeping the appropriate distance.

In 2011, the 'eT – follow me!' microvan was launched as the ideal vehicle for delivery services. One real-life scenario: If the driver walks from house to house along a street delivering letters, for example, 'eT' follows him on quiet electric paws like a well-trained dog to ensure his mailbag is constantly replenished ('FollowMe' function) – or stays on his spot like a good boy until receiving the electronic 'come to me' call.

Also taking to the stage of autonomous motoring in 2011 was the 'HAVE-IT' (Highly Automated Vehicles for Intelligent Transport), a Volkswagen AG contribution to the research project of the same name funded by the European Commission. The Wolfsburgengineers had developed for the Passat Variant a 'temporary autopilot', which set the best possible degree of automation for driving on motorways and similar roads based on the driving situation, surroundings, the driver's condition and the system status.",4.0,0,1286
278,CarNet Apple Watch app,1016,"May 5, 2015","Looks like e-Golf owners need no longer lock enviously at BMW's i3 app: we shall have our own Watch app after all!

iClarified - Apple News - Volkswagen Apple Watch App Works as a Remote Control, Displays Speed and Boundary Alerts

Now all we need to do is to get the mobile app itself working properly...",5.0,0,2251
279,VW EV Rapid charging frequency restrictions,1016,"Jun 18, 2015","I've already raised this on the e-Golf FB page, but what do people here make of the requirement in the 8 year battery warranty to avoid charging at more than two CSS Rapids in succession? Although I had heard rumours about this I didn't see the 8-Year Battery Warranty Ts&Cs until a few days ago.",49.0,1,5143
280,Penalties of stealth EVs,1016,"May 29, 2015","So much for Westminster parking attendants having a sophisticated system that flags when a car is electric!  Got a PCN today after parking in a meter bay in Bayswater for half an hour. Have challenged it of course but I find myself wishing I had been there when the ticket was issued so that I could see the scales fall from the attendant's eyes as I explained his/her mistake..!

Tiresome but I suppose I'll have to print a note for the dashboard to avoid this nuisance happening in future...

Now parked and charging in a Source London bay -- hopefully they will not give me a ticket for ICEing the charger!",21.0,0,2868
281,VW close to a major battery breakthrough apparently...,2680,"Jun 28, 2015","Smaller, cheaper and more efficient. I wonder how far off it actually is?

VW 'close to battery breakthrough' | Autocar",7.0,1,1260
282,Garmin charging warning,2634,"Jun 22, 2015","Anyone know a way of disabling the annoying ""Caution, no charging station within range"" warnings that the Garmin likes to belt out at random.

Very annoying, but especially took the biscuit today when I was warned that ""there were no charging stations in range"" while reverse parking in front of a Ecotricity charger. 

Worse still, I got two further warning while the car was charging!

Seriously!!",0.0,0,1252
283,Car-Net,1876,"Mar 2, 2015","I might be a bit premature as I don't pick up the car until tomorrow.

Does anyone have experience of setting up Car-Net? I have downloaded the app, but should I create an account now and the add my car to the account when I pick it up. 

Any advice welcomed, judging by my test drive, I am not expecting much information/expertise from the Dealer!",15.0,0,2612
284,VW buys carbon offsets to cover e-Golf emissions,1016,"Jun 9, 2015","Emissions here to mean those created during manufacture, distribution and generation...

VW buys carbon offsets to cover e-Golf emissions",6.0,2,1160
285,Round the Nordschleife in an e-Golf in 10:50,1016,"Jun 3, 2015","



",4.0,2,1106
286,Google Earth and StreetView,1016,"Apr 20, 2015","I understand from someone on the Facebook e-Golf page that it is fairly straightforward to enable Google Earth and StreetView on Discover Pro, although you do need VAG.com. Has anyone looked into this -- or better still implemented this?",7.0,0,1745
287,What actually happened when you run out of battery?,919,"Nov 8, 2014","Could anyone who has had experience of what actually happens when you run out of battery completely in an e-up! or e-Golf please share with the rest of us...

In other words, how literally do we have to take the range warnings? Does the car just stop? I saw someone in another manufacturer's model talk about tortoise (or was it turtle?) mode- what does that mean, and does it apply to VW?

We are finding our e-up! range notifications some 10% or 20% optimistic, especially now the weather is getting colder. Not the right way round, pessimistic would be better and safer.",27.0,0,11590
288,VW introduces a new...,1,"May 27, 2015","Typeface.

Doesn't seem as bold or unique to me as their current style?

Volkswagen Launches Its New Font – News – Car and Driver | Car and Driver Blog







",9.0,0,1265
289,VW's autonomous braking system cuts third party injury claims by 40%,1,"May 20, 2015","Just a press release from VW, but I thought it may be of interest to some on here so worth sharing.




The Volkswagen Golf and Passat models have been praised by vehicle safety experts at the Thatcham Research Centre, who have seen a 45 per cent drop in third party personal injury insurance claims thanks to the fitment of auto-emergency braking systems.

The latest generation Golf went on sale in the UK in January 2013. All except for the entry-level S models have Adaptive Cruise Control (ACC) as standard, with ACC including the radar sensor controlled distance monitoring system Front Assist, as well as city emergency braking and cruise control. Since launch, third party injury claims on the latest Golf are 45 per cent lower than for the equivalent ‘Small Family Car Control Group’.

Matthew Avery, Director of Safety at Thatcham Research, said: ‘These findings are based on the equivalent of more than 7,000 Mk VII Golf models insured for a full 12 months on the road, and come from claims data from our insurance members. When we saw figures based on an initial small sample, we were surprised, as they exceeded our own performance testing. However the figures held up, even after almost doubling the sample group, and have therefore given us a glimpse of what safety on UK roads could look like in the future.’

Although such systems are not new, it was the Golf that ’democratised safety’ and brought ACC to a wide audience. The system operates over a speed range from 30 to 160 km/h (approx. 18 to 99 mph) with a manual gearbox and with DSG. In vehicles with DSG, it can intervene to such an extent that the car may be slowed to a complete standstill. In normal driving ACC maintains a preselected speed and a defined distance to the vehicle ahead, and it automatically brakes or accelerates in flowing traffic. Front Assist continually monitors the distance to the traffic ahead and assists the driver in critical situations by preconditioning the brake system and alerting the driver to any required reactions by means of visual and audible warnings. If the driver fails to brake hard enough, the system automatically generates sufficient braking force to help avoid a collision. Should the driver not react at all, Front Assist automatically slows the car so that the speed of any impact is minimised. The system also assists the driver by an alert if the car is getting too close to the vehicle in front. The city emergency braking function is also part of Front Assist and operates at speeds below 30 km/h (approx. 18 mph). 

The new Passat which went on sale in the UK in January also now has ACC as standard on all but S models. With a further developed system, as well as the ability to detect pedestrians, early indications from Thatcham are that the reductions in accidents could be even more significant. ACC is also available on other models including the Polo and Touareg, while city emergency braking is offered on the up! city car.

Avery continues: ‘If the performance of these latest generation auto-emergency braking systems translates to the real world as expected, then it stands to reason that we should see third party personal injury claims continuing to fall across the board.’

Commenting on the findings, Alex Smith, Director of Volkswagen UK, said: ‘We knew the fitment of ACC was significant when we launched the Golf, and this was reflected in reduced insurance group ratings from Thatcham. To have even greater than expected reductions reflected in real world accident data is fantastic, as we know we’re contributing to cutting the human and financial impacts of accidents as well. The trend towards standard fitment is also set to continue as new vehicles are launched.’

For more information visit on auto-emergency braking systems please go to www.thatcham.org/aeb; or for more details on Volkswagen’s award-winning range of cars, please visit www.volkswagen.co.uk.

Click to expand...

",13.0,1,1605
290,Car Net with App Connect,2148,"May 6, 2015","The new Golf price list effective 5 May states that the eGolf comes with Car Net with App Connect which works with Android Auto and Apple CarPlay.

My car was built w/c 27 April... Anybody know if there is any chance that it will have those features?",14.0,0,2274
291,VW prices going up on 27 April,1016,"Apr 21, 2015","In case anyone is teetering on the brink of placing an order, I just got an alert from Drive the Deal, who claims that VW prices are about to go up on Monday 27th. They advise placing an order by Friday to avoid the increase.

BTW I recommend CarFile for broker prices -- I had a very good quote for a GTE from them which I would certainly have pursued if I had decided on a new GTE.",9.0,0,1916
292,VW C Coupe GTE Concept,1,"Apr 21, 2015","Press release:

Wolfsburg, April 20, 2015: Volkswagen has presented the new C Coupé GTE at Auto Shanghai 2015. This four-door concept car for the Chinese market – which is over five metres in length – combines exclusivity, perfection and passion. The C Coupé GTE is powered by an innovative plug-in hybrid drive system, whose drive sources combine to produce an impressive 500 Newton metres of system torque.

The progressive C Coupé GTE illustrates a new design approach for Volkswagen’s top future saloons. Its contemporary form is impressive from all angles: while its long bonnet conveys a confident appearance, from the side, the four-door C Coupé GTE shows elegant lines, low-profile side windows and horizontal character line that is formed by two lines. From the rear, this structure comes together distinctively, emphasising the vehicle’s width.

The C Coupé GTE has one of the world’s most advanced plug-in hybrid drive systems. It consists of a turbocharged petrol direct-injection engine (TSI) with four cylinders,an 8-speed automatic gearbox, an electric motor integrated in the gearbox module and a lithium-ion battery. The TSI engine produces 210 PS, while the electric motor has a power output of 124 PS. The hybrid drive develops a system power of 245 PS and an impressive system torque of 500 Nm. The battery integrated at the rear can be charged while driving or while parked.

The C Coupé GTE can also be powered all-electrically (up to a speed of 130 km/h (81 mph)); this mode enables driving with zero local emissions and a range of 50 kilometres (31 mph). The car’s combined fuel consumption (NEDC for plug-in hybrid vehicles) is 2.3 litres per 100 kilometres. This figure equates to CO2emissions of just 55 g/km. The car’s total driving range is over 800 kilometres (497 miles). Despite its excellent fuel efficiency, the C Coupé GTE also has sporty ambitions. This Volkswagen accelerates to 62 mph in 8.6 seconds and reaches a top speed of 232 km/h (144 mph).

Couple of photos:



















Car magazine article which says more about how it is close up and in person: Super-size CC: world debut for new VW C Coupe GTE in Shanghai by CAR Magazine",0.0,0,1130
293,VW Camper Van to return as an EV,1016,"Apr 6, 2015","Volkswagen Camper to return as electric vehicle | Autocar

Interesting proposition -- perhaps could recharge at camping site caravan power points..?",4.0,1,1330
294,eUP! and eGolf on Drive the Deal,416,"Mar 30, 2015","The eUP and eGolf are on DTD. Discount on either model is about £1,529 subject to PCP finance through the dealer.

Add £900 to the UP! price and £750 to Golf if you don't take dealer PCP. 

Must order by 31 March.",0.0,0,1514
295,Discover Pro Option,1958,"Mar 19, 2015","Well it seems that the costly option of the DP unit might not be such a good idea as VW are about to launch the new MiB 2 units which will support both android auto, and apples car play which will render the DP units yesterday's technology.
For me personally this could be a deal breaker, I'm very tempted to cancel my order and wait until later in the year for the MY16 builds.",0.0,0,1543
296,Skoda considers Superb with Passat GTE drive train,1753,"Mar 4, 2015","Posting here as Skodas/Audis/VW and Seat are all the same really. Skoda ponders a 2106 release of a hybrid Superb.

Wraps come off sleek Skoda Superb in Geneva | Auto Express",0.0,0,1378
297,VW Sport Coupe GTE - Concept,759,"Mar 3, 2015","Looks like theres a glut of PHEVs coming out of Bavaria.

















VW has confirmed a 3.0-litre turbocharged V6 petrol engine and two electric motors will provide the power, with the concept also using an “innovative four-wheel-drive system”.

Click to expand...

I can't find a full press release else would have posted.",2.0,0,1466
298,Connection with VW media control fails,1721,"Feb 22, 2015","When trying to connect VW's Android media control app to the eGolf entertainment system the app comes up with the following error:

Vehicle data transfer failed. The app can only be used in offline mode.

The phone is connected to the cars wifi and the car has 3G up and running. 

Has anyone used this app successfully in online mode?",11.0,0,8119
299,Interesting read:,832,"Jan 20, 2015","Sorry if it's been posted before VW Group ""roadmap"" but I found it a very interesting insight.

http://www.volkswagenag.com/content...entation+Barclays+London+Steiger+TOP+COPY.pdf",7.0,0,1386
300,VW says to buy startup Stake for Tesla Challenge,37,"Dec 28, 2014","more good news from the German automakers...

""Volkswagen AG (VOW) bought a stake in battery startup QuantumScape Corp. with the aim of developing technology that can more than triple the range of its electric cars, according to people familiar with the matter.""

http://mobile.businessweek.com/news...buy-battery-startup-stake-for-tesla-challenge",3.0,1,1204
301,Volkswagen Investing in Biggest Automaker Goal - putting up nearly 86 billion Euros on plans,37,"Nov 24, 2014","The Volkswagen Group, with its sights set on becoming the world’s largest automaker by volume, has announced an ambitious invest five-year investment plan that competitors will be hard pressed to match

The VW Group plans to invest a total of 85.6 billion Euros on new models, innovative technologies and its global presence in its automotive division during the next five years, VW Chief Executive Officer Martin Winterkorn said. In addition, the VW Group’s Chinese joint ventures will invest an additional 22 billion Euros.

Winterkorn said two-thirds of the total investment amount will flow into increasingly efficient vehicles, drives and more environmentally friendly production. This is the result of the group’s investment planning for 2015 to 2019 discussed by the VW Board Supervisory Board.

“We will continue to invest in the future to become the leading automotive group in both ecological and economic terms – with the best and most sustainable products,” Winterkorn said in a statement.

http://www.thedetroitbureau.com/2014/11/volkswagen-investing-in-biggest-automaker-goal/",0.0,0,813
302,Volkswagen to launch over 20 green vehicle models in China by 2018,37,"Oct 30, 2014","Volkswagen AG, Europe's biggest carmaker, plans to launch more than 20 models of battery-driven cars in China by the end of 2018, as it capitalizes on Beijing's support for low-emission vehicles in the country's campaign against pollution.

http://in.mobile.reuters.com/article/idINKBN0IH19J20141028",0.0,0,1027
303,The 370 Mile e-Golf,1016,"Oct 8, 2014","Due by 2020 apparently - and 186 miles by 2017.

All of which puts me off massively from buying an 80 mile e-Golf in 2015... How would I ever sell it at a reasonable price?

http://ecomento.com/2014/10/08/volkswagen-plans-370-mile-electric-cars-by-2020/",9.0,0,2376
